"","DIRECTORIO","SECUENCIA_ENCUESTA","Satisfaccion_vivienda","Satisfaccion_educacion","Satisfaccion_salud","Satisfaccion_servicios_hogar","Satisfaccion_tecnologia","Satisfaccion_composicion_hogar","satisfaccion_total"
"715",7249008,2,72.72,60,68,0,57,55,9
"716",7249009,3,81.81,60,71,0,56,45,8
"717",7249012,1,78.78,60,71,54,64,86,9
"718",7249012,2,78.78,60,71,0,3,66,9
"719",7249014,1,75.75,60,66.5,41,60,49,9
"720",7249016,1,90.9,60,68.5,67,62,54,9
"721",7249016,7,90.9,60,73,0,52,65,8
"722",7249019,3,72.72,60,65.5,0,53,56,8
"723",7249020,4,78.78,44,68.5,0,54,81,9
"724",7249020,5,78.78,80,68.5,0,36,86,9
"725",7249022,1,77.26,60,70,64,55,81,8
"726",7249022,2,77.26,60,68.5,0,54,64,8
"727",7249023,1,81.81,60,70,60,23,81,8
"728",7249024,1,75.75,60,71.5,62,54,56,9
"729",7249025,1,81.81,100,70,61,54,54,8
"730",7249026,1,78.78,60,71,64,65,67,8
"733",7249030,1,81.81,60,71,69,23,91,8
"734",7249032,1,81.81,80,71,67,53,91,7
"735",7249034,1,81.81,100,74,69,51,55,9
"736",7249035,1,81.81,60,72,68,54,33,10
"737",7249035,2,81.81,60,69,0,3,81,10
"738",7249040,6,81.81,60,72,0,58,61,10
"739",7249041,1,81.81,60,72,58,36,76,10
"743",7249046,1,81.81,60,61.5,58,54,70,4
"744",7249048,1,81.81,60,65,60,29,91,5
"745",7249048,2,81.81,60,69,0,23,81,8
"746",7249049,1,81.81,60,71,51,3,74,9
"747",7249049,2,81.81,60,67,0,53,71,8
"748",7249052,1,81.81,80,68.5,48,69,91,8
"749",7249055,5,75.75,60,68,0,58,81,8
"750",7249057,4,81.81,60,75,0,31,91,8
"752",7249080,1,81.81,60,67,69,3,86,10
"753",7249080,2,81.81,60,71,0,53,76,10
"755",7249083,1,69.69,60,71,64,23,77,3
"756",7249084,1,57.57,60,66.5,66,23,38,10
"757",7249085,1,57.57,60,71,65,23,91,5
"758",7249088,1,78.78,60,69,62,23,75,9
"760",7249096,1,48.48,60,57,64,44,79,10
"761",7249100,1,72.72,60,71,64,54,91,10
"762",7249106,1,60.6,60,66.5,62,62,77,10
"764",7249114,1,66.66,44,68.5,61,55,50,10
"765",7249124,1,75.75,60,62,62,54,54,10
"767",7249128,1,84.84,80,71,59,3,91,10
"768",7249128,2,84.84,60,66,0,23,82,10
"769",7249136,1,72.72,60,70,46,3,82,9
"770",7249143,1,60.6,60,71,57,3,91,1
"771",7249143,2,60.6,60,71,0,36,54,9
"772",7249144,1,72.72,60,69,62,3,59,9
"773",7249146,1,63.63,44,65.5,48,3,59,9
"774",7249146,2,63.63,44,70,0,31,37,10
"775",7249147,1,63.63,44,71,53,44,81,9
"776",7249148,1,63.63,100,71,50,36,54,10
"780",7249155,1,69.69,60,69,44,36,81,7
"781",7249155,2,69.69,60,68.5,0,16,79,9
"782",7249156,1,78.78,60,68.5,48,50,54,10
"783",7249156,2,78.78,60,65.5,0,36,48,10
"785",7249162,1,78.78,60,69,67,21,79,10
"786",7249164,1,81.81,60,73,69,53,86,6
"787",7249165,1,81.81,60,69,67,36,42,6
"788",7249165,2,81.81,60,71,0,36,36,7
"789",7249171,4,75.75,60,59.5,0,16,71,10
"791",7249178,1,72.72,60,71,53,16,66,10
"792",7249180,4,72.72,60,67.5,0,23,86,10
"793",7249184,1,69.69,60,68.5,39,23,71,10
"794",7249185,1,78.78,60,68,52,21,86,10
"795",7249186,1,72.72,60,72,34,21,91,10
"796",7249186,2,72.72,60,60.5,0,3,55,8
"799",7249197,1,63.63,60,71,69,52,91,7
"800",7249202,1,81.81,60,72,69,23,31,6
"801",7249203,1,74.23,44,55.5,68,21,43,6
"802",7249205,1,72.72,60,67.5,67,21,72,9
"803",7249205,2,72.72,60,70,0,3,81,10
"806",7249215,1,66.66,60,62.5,54,52,91,5
"807",7249216,1,90.9,80,75,63,54,91,5
"808",7249216,2,90.9,80,57,0,3,86,5
"812",7249221,1,75.75,100,69,60,23,65,9
"813",7249221,2,75.75,60,71,0,54,61,10
"814",7249222,1,69.69,60,71,62,51,67,10
"815",7249224,1,81.81,80,71,65,3,62,8
"816",7249224,2,81.81,60,64,0,23,76,10
"817",7249229,5,54.54,60,61,0,23,91,8
"818",7249232,4,75.75,60,62,0,31,23,10
"819",7249233,1,78.78,44,60.5,72,52,61,2
"820",7249246,1,69.69,60,68.5,72,23,91,10
"821",7249246,2,69.69,60,64.5,0,62,54,10
"822",7249248,1,78.78,60,69.5,69,60,86,0
"823",7249248,2,78.78,60,70,0,4,56,7
"824",7249251,1,72.72,60,60.5,69,68,79,10
"825",7249251,2,72.72,60,62.5,0,48,91,10
"828",7249257,1,90.9,60,69,69,23,91,10
"829",7249257,2,90.9,60,68,0,65,91,8
"830",7249258,1,90.9,60,68.5,69,3,91,9
"831",7249262,1,87.87,60,67,66,3,69,9
"832",7249262,2,87.87,60,68.5,0,23,91,9
"834",7249263,2,81.81,60,75,0,23,91,6
"835",7249265,2,72.72,60,69,0,23,91,7
"836",7249266,1,78.78,60,65,53,44,91,10
"837",7249268,1,72.72,80,66.5,69,53,67,1
"838",7249274,1,63.63,60,60.5,66,23,79,7
"839",7249281,1,69.69,60,63.5,69,3,82,10
"840",7249284,2,69.69,44,67.5,0,3,91,5
"841",7249285,1,45.45,44,66,66,16,91,5
"842",7249292,1,48.48,60,62.5,63,60,47,7
"843",7249292,2,48.48,44,71,0,44,91,10
"844",7249301,1,81.81,60,71.5,66,44,91,9
"845",7249309,1,77.26,44,68.5,66,23,47,9
"846",7249328,1,45.45,60,67.5,67,23,82,10
"847",7249338,3,42.42,60,68,0,23,53,10
"848",7249340,1,48.48,60,72,67,23,37,8
"849",7249349,6,48.48,60,71,0,31,91,10
"850",7249350,1,54.54,60,67.5,67,3,77,10
"851",7249350,2,54.54,60,60,0,23,59,10
"852",7249365,9,42.42,44,77,0,62,81,8
"853",7249371,1,36.36,60,69.5,58,3,66,6
"854",7249380,1,36.36,60,64,60,69,58,8
"855",7249381,1,54.54,60,71,61,3,81,8
"857",7249388,1,18.18,44,53.5,63,36,79,9
"858",7249391,2,36.36,60,64.5,0,16,91,10
"861",7249399,1,39.39,60,65,59,23,91,10
"862",7249399,2,39.39,44,70.5,0,3,91,8
"863",7249403,1,39.39,60,69.5,58,56,71,10
"864",7249411,3,78.78,60,70.5,0,16,86,7
"865",7249412,1,87.87,100,67,57,23,67,6
"869",7249446,1,66.66,60,73,54,36,86,9
"870",7249455,1,66.66,80,74,54,21,83,6
"871",7249462,1,72.72,60,69,53,16,61,8
"872",7249463,1,69.69,44,68,59,36,59,8
"873",7249465,2,87.87,44,59.5,0,16,48,6
"874",7249474,1,78.78,60,62,53,16,72,9
"875",7249491,1,75.75,60,62,54,3,87,7
"877",7249494,1,78.78,60,66,54,16,82,8
"878",7249497,1,59.08,60,65.5,66,16,81,9
"879",7249500,1,56.05,60,66,53,3,82,9
"880",7249501,1,56.05,80,67,72,61,91,8
"882",7249507,1,81.81,100,71,59,36,87,8
"883",7249511,1,60.6,60,53,62,36,25,10
"884",7249511,2,60.6,60,63.5,0,23,32,10
"887",7249522,4,81.81,60,68.5,0,29,59,8
"888",7249531,1,60.6,60,72,60,3,58,6
"889",7249545,1,66.66,60,60,57,44,91,5
"890",7249552,1,54.54,60,63,59,3,55,8
"891",7249552,2,54.54,60,70.5,0,44,66,10
"894",7249565,1,84.84,60,72.5,58,23,86,9
"895",7249565,2,84.84,60,71,0,44,86,7
"897",7249584,5,72.72,60,70,0,36,81,8
"898",7249593,1,63.63,60,71,64,54,91,7
"899",7249603,1,66.66,60,71,56,21,91,8
"901",7249607,1,81.81,60,65.5,63,23,54,8
"905",7249622,1,48.48,60,72.5,69,23,82,8
"906",7249633,1,36.36,60,71,69,36,66,10
"908",7249656,3,33.33,60,75,0,23,86,10
"909",7249658,1,33.33,60,65,56,23,66,9
"910",7249659,1,78.78,44,71,59,31,91,9
"911",7249664,1,81.81,60,73,55,31,57,10
"913",7249670,1,45.45,60,71,52,3,77,8
"914",7249673,1,39.39,60,64.5,52,31,91,5
"915",7249679,1,42.42,60,64.5,42,54,59,6
"919",7249707,1,84.84,44,67.5,67,23,76,9
"920",7249718,1,72.72,60,71,69,36,43,9
"921",7249719,1,72.72,60,66.5,69,3,76,7
"922",7249721,1,51.51,60,70,64,51,91,8
"923",7249725,1,42.42,60,55,69,36,76,9
"924",7249731,1,84.84,60,72,64,3,86,8
"927",7249750,1,36.36,60,73,64,3,91,6
"928",7249755,1,45.45,100,74,64,16,91,10
"930",7249775,1,54.54,60,68,45,36,91,8
"932",7249781,1,45.45,60,75,44,3,91,7
"934",7249785,1,33.33,44,71,40,23,91,10
"935",7249789,1,42.42,60,61.5,49,29,55,7
"937",7249791,1,45.45,60,67,59,1,77,8
"938",7249795,1,42.42,60,64,47,23,66,9
"941",7249803,1,42.42,44,72.5,47,23,72,8
"942",7249807,1,51.51,44,65.5,50,23,56,9
"943",7249810,1,54.54,44,66.5,53,23,41,7
"947",7249812,1,45.45,60,56,52,52,79,6
"948",7249818,1,45.45,60,65,44,58,45,3
"951",7249829,1,24.24,60,75,47,23,38,10
"952",7249831,1,30.3,60,66,55,3,38,8
"953",7249834,1,33.33,44,65,47,23,54,9
"954",7249835,1,36.36,60,66,42,3,49,10
"955",7249838,1,33.33,60,57.5,47,31,38,10
"956",7249846,1,33.33,60,59.5,69,31,66,10
"957",7249848,1,36.36,44,67,64,23,50,8
"958",7249849,2,33.33,60,75,0,31,86,6
"959",7249851,1,42.42,60,68.5,69,23,58,10
"960",7249856,2,45.45,60,68.5,0,23,38,10
"961",7249861,1,33.33,60,56,72,36,48,10
"962",7249863,1,51.51,44,67.5,60,23,61,10
"966",7249866,1,45.45,60,61.5,52,3,61,9
"967",7249866,2,45.45,44,74,0,3,86,10
"970",7249872,2,51.51,60,66,0,31,62,9
"971",7249874,2,42.42,60,68.5,0,23,67,10
"972",7249890,1,48.48,60,58,65,23,35,7
"975",7249895,4,81.81,44,63.5,0,3,42,8
"976",7249911,1,45.45,60,72.5,63,51,55,10
"977",7249918,3,54.54,44,66.5,0,23,58,10
"978",7249919,1,54.54,44,67,59,36,70,6
"979",7249919,2,54.54,60,66,0,3,54,5
"981",7249938,6,66.66,60,68.5,0,31,81,7
"982",7249939,1,75.75,80,75,61,23,82,10
"983",7249941,1,66.66,60,75,64,23,67,8
"984",7249941,2,66.66,60,72.5,0,23,47,10
"985",7249953,5,75.75,60,67,0,23,86,7
"987",7249957,5,75.75,60,68.5,0,23,81,9
"988",7249959,1,72.72,60,67,63,23,28,7
"989",7249959,2,72.72,60,72,0,16,58,8
"990",7249964,1,66.66,100,71,58,23,91,10
"993",7249968,2,66.66,60,75,0,21,91,8
"994",7249969,1,90.9,60,67,64,56,44,9
"997",7249975,1,69.69,60,65.5,60,3,91,7
"998",7249978,1,39.39,44,64.5,67,36,91,9
"1003",7250004,1,36.36,44,69,69,52,81,6
"1004",7250006,1,30.3,60,70,69,51,91,6
"1005",7250020,5,72.72,60,69,0,3,91,6
"1006",7250046,1,87.87,60,66.5,66,63,74,7
"1008",7250051,1,81.81,60,72,66,58,86,3
"1009",7250054,5,72.72,60,66.5,0,3,82,5
"1010",7250057,1,72.72,60,71,69,57,76,4
"1011",7250058,1,75.75,60,60.5,62,57,81,10
"1012",7250063,1,54.54,60,72.5,71,31,81,7
"1014",7250069,4,51.51,44,65.5,0,36,71,5
"1015",7250073,1,60.6,60,72.5,57,16,74,8
"1016",7250074,1,69.69,80,68,49,23,91,5
"1017",7250075,4,81.81,60,72.5,0,51,71,5
"1021",7250080,1,51.51,44,69,55,23,59,6
"1022",7250080,2,51.51,60,72,0,36,38,6
"1024",7250087,1,60.6,44,68.5,65,21,78,10
"1025",7250087,2,60.6,60,67.5,0,3,81,8
"1026",7250091,1,51.51,60,69,65,72,64,10
"1027",7250096,1,51.51,60,72,69,64,66,10
"1029",7250098,1,51.51,44,68,69,36,81,5
"1030",7250099,7,42.42,44,75,0,31,74,3
"1031",7250108,1,42.42,44,71,57,23,66,3
"1032",7250109,1,54.54,44,70,49,36,66,5
"1033",7250112,1,42.42,60,71,50,36,86,5
"1035",7250113,2,51.51,44,68.5,0,36,91,5
"1036",7250114,1,30.3,60,63.5,62,66,66,9
"1037",7250120,1,48.48,44,68.5,71,23,86,10
"1038",7250127,1,42.42,60,68,67,23,60,8
"1039",7250128,1,39.39,60,67.5,63,3,67,10
"1040",7250134,1,39.39,44,67,64,23,91,10
"1041",7250135,1,33.33,60,75,69,23,91,8
"1042",7250139,2,42.42,60,72.5,0,23,91,10
"1045",7250147,1,51.51,60,66,66,3,91,9
"1046",7250149,1,48.48,60,68,67,23,47,8
"1048",7250153,1,72.72,44,68,69,3,91,5
"1051",7250157,2,78.78,100,67,0,23,40,9
"1052",7250159,1,69.69,60,68,69,23,69,9
"1053",7250159,2,69.69,60,74,0,23,91,9
"1056",7250176,1,69.69,60,71.5,65,23,91,7
"1057",7250179,1,69.69,60,62,67,36,69,8
"1058",7250182,1,72.72,60,67,64,3,53,8
"1060",7250184,2,72.72,60,75,0,3,26,5
"1061",7250196,4,81.81,60,68.5,0,23,62,7
"1062",7250196,5,81.81,60,72.5,0,23,47,10
"1063",7250202,3,84.84,60,53,0,21,74,6
"1064",7250205,1,87.87,60,60.5,62,23,47,5
"1066",7250207,2,75.75,60,71,55,3,50,7
"1067",7250210,1,81.81,44,53,65,23,25,9
"1068",7250211,2,81.81,60,60.5,0,23,35,8
"1069",7250213,1,81.81,60,65,64,54,51,9
"1070",7250223,2,84.84,80,55.5,0,66,76,8
"1071",7250226,1,87.87,60,63,60,59,50,9
"1072",7250227,1,75.75,60,52.5,58,58,51,9
"1075",7250237,2,81.81,60,71,0,3,81,8
"1076",7250239,1,72.72,60,75,65,23,64,9
"1078",7250258,1,57.57,60,70,66,52,38,9
"1079",7250263,1,60.6,60,72,69,55,72,10
"1081",7250267,1,63.63,60,67,62,3,87,9
"1082",7250267,4,63.63,60,57.5,0,3,61,9
"1083",7250270,1,93.93,44,71,59,23,72,9
"1084",7250270,2,93.93,44,68,0,3,53,9
"1087",7250273,2,81.81,44,71,0,3,91,5
"1088",7250278,1,72.72,60,71,69,36,67,8
"1092",7250290,1,54.54,44,71,69,16,67,10
"1093",7250292,1,51.51,60,75,69,52,91,10
"1094",7250295,1,54.54,60,71.5,69,52,72,10
"1097",7250305,1,36.36,44,63,68,3,67,5
"1098",7250305,2,36.36,44,76,0,23,71,6
"1099",7250325,1,34.84,44,74,69,23,91,9
"1100",7250327,1,48.48,60,72,69,21,52,8
"1104",7250331,1,57.57,44,69,62,16,86,9
"1105",7250331,2,57.57,60,68.5,0,36,87,10
"1107",7250333,2,66.66,44,71.5,0,16,66,8
"1108",7250334,1,51.51,44,69.5,57,21,91,8
"1109",7250337,1,72.72,60,72,63,44,82,8
"1110",7250337,5,72.72,60,71.5,0,36,76,9
"1111",7250339,1,63.63,44,71,46,57,86,8
"1112",7250339,2,63.63,44,72.5,0,16,91,8
"1115",7250342,1,72.72,44,72.5,57,36,86,10
"1116",7250345,1,75.75,60,71,69,23,40,8
"1117",7250349,1,69.69,44,74,70,16,43,7
"1118",7250351,1,81.81,60,58.5,65,16,44,7
"1120",7250363,1,81.81,60,73,69,3,26,9
"1121",7250363,2,81.81,60,63,0,36,51,9
"1122",7250366,1,90.9,60,56,67,36,40,10
"1123",7250370,1,81.81,60,66.5,64,21,33,9
"1124",7250370,2,81.81,60,75,0,21,70,9
"1127",7250379,1,72.72,60,70,70,36,40,8
"1128",7250387,1,69.69,60,71,61,16,81,10
"1129",7250388,1,69.69,44,66,69,3,65,10
"1130",7250389,1,63.63,60,75,69,16,61,10
"1132",7250394,1,78.78,44,64,72,16,25,10
"1133",7250399,4,60.6,60,71.5,0,16,79,10
"1137",7250404,3,69.69,60,68.5,0,23,17,5
"1138",7250411,1,90.9,60,70,71,3,66,7
"1139",7250411,2,90.9,60,64,0,23,86,8
"1141",7250415,3,81.81,60,66,0,3,76,8
"1142",7250417,1,51.51,60,72.5,62,51,56,7
"1143",7250419,1,48.48,44,74,63,3,81,10
"1145",7250422,1,39.39,60,70,69,23,66,7
"1146",7250425,1,39.39,60,73,69,60,27,6
"1147",7250428,1,63.63,60,59.5,69,3,59,10
"1149",7250437,1,54.54,100,75,65,36,81,7
"1151",7250439,2,39.39,44,71,0,51,55,10
"1152",7250449,3,75.75,44,72.5,0,36,86,6
"1154",7250454,1,69.69,60,54,67,36,86,10
"1155",7250468,1,90.9,80,71,65,36,71,8
"1156",7250469,1,87.87,60,69,69,23,86,6
"1157",7250472,2,75.75,60,69,0,23,91,8
"1158",7250476,1,81.81,60,63.5,55,16,33,7
"1159",7250477,1,78.78,60,67,46,36,66,7
"1160",7250481,2,81.81,44,68,0,36,50,8
"1161",7250481,3,81.81,44,66.5,0,3,81,1
"1162",7250482,1,87.87,60,73,46,36,91,2
"1163",7250486,1,90.9,60,63.5,41,36,66,8
"1164",7250487,1,69.69,60,66,72,23,76,5
"1165",7250488,1,81.81,44,69.5,67,23,91,9
"1166",7250492,1,81.81,44,65.5,65,23,71,10
"1167",7250492,2,81.81,44,68,0,23,91,8
"1168",7250495,1,81.81,44,68,63,21,76,5
"1169",7250498,1,78.78,60,68,65,51,67,5
"1170",7250507,1,72.72,80,63,63,44,61,8
"1171",7250520,1,69.69,60,76,59,36,71,10
"1172",7250542,2,69.69,60,67,0,16,27,8
"1173",7250544,1,81.81,80,58,61,3,65,7
"1174",7250547,1,75.75,80,66,65,23,91,7
"1176",7250551,3,78.78,60,66.5,0,54,86,10
"1177",7250553,1,78.78,60,68.5,67,3,81,8
"1178",7250553,2,78.78,60,66,0,36,76,0
"1179",7250558,1,69.69,60,71,43,23,81,8
"1180",7250558,2,69.69,60,67,0,55,81,8
"1181",7250560,1,51.51,44,67,49,16,91,9
"1182",7250560,2,51.51,60,65.5,0,3,32,5
"1186",7250564,1,45.45,60,72,49,3,77,8
"1187",7250565,3,45.45,60,71,0,3,75,8
"1188",7250568,1,45.45,60,68,69,3,82,10
"1189",7250571,1,45.45,60,66,60,33,72,8
"1190",7250571,2,45.45,60,60.5,0,62,25,7
"1191",7250573,1,45.45,44,75,55,66,91,3
"1192",7250578,1,18.18,60,72,65,52,91,8
"1193",7250582,1,9.09,60,74,65,23,91,10
"1194",7250583,1,9.09,44,65.5,59,54,23,8
"1197",7250593,1,75.75,60,74,63,50,77,8
"1198",7250599,1,78.78,60,61,65,59,35,8
"1199",7250601,6,78.78,60,75,0,59,86,9
"1200",7250602,1,87.87,60,72,69,23,86,10
"1201",7250602,2,87.87,44,68.5,0,52,77,10
"1202",7250604,1,81.81,44,66.5,65,3,50,9
"1203",7250609,1,63.63,60,72.5,67,3,87,9
"1204",7250609,2,63.63,44,66.5,0,23,91,10
"1206",7250610,2,87.87,60,54.5,0,3,86,10
"1208",7250616,1,57.57,60,64.5,64,16,91,8
"1209",7250616,2,57.57,44,65.5,0,36,27,8
"1210",7250628,1,87.87,60,55,50,3,82,10
"1211",7250630,1,90.9,60,66.5,51,3,74,9
"1213",7250632,1,81.81,60,63,41,44,19,9
"1214",7250632,2,81.81,60,68.5,0,44,76,8
"1215",7250632,3,81.81,60,68.5,0,36,38,3
"1216",7250638,1,63.63,60,75,47,21,50,8
"1218",7250644,1,51.51,60,68.5,35,21,44,4
"1219",7250645,3,60.6,60,66.5,0,36,49,6
"1221",7250647,1,60.6,44,65,40,3,40,9
"1223",7250650,2,60.6,60,61,0,23,76,7
"1224",7250652,2,54.54,60,67,0,21,62,7
"1225",7250655,1,60.6,60,62.5,40,1,81,2
"1226",7250655,2,60.6,60,60,0,21,86,7
"1227",7250658,1,63.63,60,64.5,69,21,47,10
"1228",7250660,2,66.66,60,67,0,16,26,10
"1229",7250663,1,63.63,44,58.5,69,36,91,8
"1230",7250664,1,72.72,60,68.5,69,44,71,7
"1231",7250666,3,54.54,44,63,0,23,66,7
"1232",7250673,1,39.39,60,71,69,36,91,7
"1233",7250689,1,45.45,60,71,66,16,79,8
"1234",7250689,2,45.45,60,71,0,50,91,10
"1235",7250696,1,36.36,44,63.5,61,23,91,7
"1236",7250702,1,48.48,60,66.5,65,23,31,10
"1237",7250703,1,39.39,60,66,64,36,25,10
"1238",7250705,5,30.3,60,70,0,29,91,7
"1239",7250710,1,54.54,60,72,65,23,77,7
"1242",7250722,5,45.45,60,75,0,23,91,8
"1243",7250722,6,45.45,44,71,0,31,91,9
"1244",7250724,1,36.36,60,66.5,63,31,59,8
"1245",7250724,2,36.36,60,68.5,0,31,91,2
"1248",7250739,1,81.81,60,65.5,50,23,86,7
"1249",7250739,2,81.81,44,59.5,0,23,45,8
"1252",7250742,1,96.96,60,68.5,64,3,55,4
"1253",7250743,1,81.81,60,68.5,64,23,38,6
"1254",7250744,1,90.9,60,71,66,23,91,7
"1255",7250745,1,90.9,60,68,56,23,91,10
"1257",7250750,1,60.6,44,68,69,23,37,5
"1258",7250752,1,54.54,60,71.5,69,23,71,10
"1259",7250752,2,54.54,44,60.5,0,23,56,10
"1261",7250758,1,51.51,60,70,69,36,45,8
"1262",7250759,1,51.51,44,74,69,3,38,7
"1263",7250760,2,45.45,80,75,0,36,91,4
"1264",7250762,1,42.42,60,70,64,3,86,7
"1265",7250763,1,42.42,44,71,66,23,61,8
"1266",7250775,1,51.51,44,71,67,3,91,8
"1267",7250777,1,75.75,60,75,68,21,61,8
"1268",7250778,1,87.87,60,69,69,21,66,6
"1269",7250779,1,78.78,60,69.5,64,23,53,7
"1271",7250803,1,90.9,60,65.5,55,23,91,7
"1272",7250804,1,72.72,60,66.5,57,21,91,7
"1273",7250804,2,72.72,44,70,0,23,77,8
"1274",7250805,1,87.87,44,72.5,55,31,87,7
"1276",7250819,3,81.81,60,71.5,0,1,87,8
"1277",7250825,4,42.42,60,71,0,23,91,8
"1281",7250830,1,60.6,60,70,67,3,62,5
"1282",7250832,1,51.51,60,61.5,66,23,20,7
"1283",7250840,1,84.84,60,63.5,42,3,91,7
"1284",7250850,1,78.78,60,70,52,60,91,6
"1285",7250850,2,78.78,60,70,0,31,45,8
"1286",7250851,1,72.72,60,69,56,3,38,8
"1287",7250853,2,87.87,60,65,0,3,64,8
"1289",7250857,1,81.81,44,60.5,61,23,28,8
"1290",7250858,1,81.81,60,67,64,36,91,8
"1291",7250859,1,60.6,60,68,60,23,86,10
"1292",7250862,1,72.72,60,65.5,56,23,79,8
"1293",7250862,2,72.72,44,65,0,36,50,8
"1294",7250863,1,81.81,44,64,56,1,56,8
"1295",7250863,2,81.81,44,70,0,23,82,8
"1296",7250868,1,54.54,44,71,62,70,76,6
"1297",7250868,2,54.54,44,69,0,23,61,8
"1298",7250870,1,66.66,60,65.5,60,16,77,7
"1299",7250870,2,66.66,60,65,0,23,60,6
"1300",7250871,1,72.72,60,70,52,23,55,5
"1301",7250871,2,72.72,60,72,0,23,41,8
"1303",7250873,1,63.63,60,74,60,44,86,7
"1304",7250876,4,72.72,60,72,0,36,62,8
"1305",7250877,1,78.78,60,66,61,23,72,6
"1306",7250877,2,78.78,60,62,0,3,86,7
"1307",7250879,1,90.9,60,62,64,54,53,7
"1308",7250879,3,90.9,60,71,0,3,33,7
"1309",7250880,1,90.9,60,71,67,23,28,6
"1310",7250881,1,84.84,60,68.5,69,23,40,6
"1311",7250882,1,90.9,60,54,58,36,86,5
"1312",7250883,1,81.81,44,75,67,23,82,10
"1315",7250885,1,81.81,60,66,53,3,91,2
"1316",7250888,1,81.81,60,67,52,3,50,2
"1317",7250888,2,81.81,60,67,0,21,91,4
"1319",7250890,1,90.9,60,62.5,61,1,91,5
"1320",7250892,1,54.54,60,69.5,57,21,56,8
"1323",7250896,2,45.45,60,67,0,31,91,6
"1324",7250897,1,36.36,60,74,54,36,87,5
"1325",7250897,2,36.36,60,59,0,23,82,4
"1327",7250898,2,51.51,44,54,0,51,28,5
"1329",7250902,1,90.9,60,68.5,60,23,91,8
"1330",7250903,1,87.87,60,70,61,31,62,6
"1331",7250904,2,90.9,60,76,0,31,76,8
"1333",7250910,1,78.78,60,72,57,23,91,5
"1334",7250910,2,78.78,60,77,0,31,91,8
"1335",7250911,1,84.84,60,72.5,63,23,86,8
"1336",7250913,2,99.99,44,66.5,0,54,81,9
"1337",7250918,1,75.75,44,65,53,23,77,7
"1338",7250920,1,63.63,60,71,66,3,91,4
"1339",7250921,1,81.81,60,69.5,57,51,76,10
"1340",7250922,1,81.81,60,69.5,68,36,72,10
"1341",7250923,1,75.75,44,67,56,36,57,8
"1342",7250925,1,72.72,44,66.5,53,36,25,4
"1343",7250925,2,72.72,44,64.5,0,36,72,5
"1344",7250925,7,72.72,60,69,0,21,91,6
"1345",7250926,1,63.63,60,64.5,55,23,62,7
"1347",7250939,1,87.87,60,65.5,50,16,57,6
"1348",7250942,1,63.63,44,68.5,44,36,32,7
"1349",7250942,2,63.63,60,64,0,51,76,6
"1350",7250948,1,51.51,60,68.5,69,36,54,7
"1351",7250951,1,51.51,44,71,52,24,91,8
"1352",7250953,1,66.66,60,70,61,3,72,5
"1353",7250953,2,66.66,60,71,0,68,91,4
"1355",7250957,1,75.75,60,71,55,53,91,6
"1356",7250960,1,66.66,60,68,63,29,86,9
"1357",7250961,1,72.72,60,72,64,3,51,7
"1358",7250962,1,72.72,60,71,53,3,57,7
"1359",7250967,3,72.72,60,71.5,0,3,72,7
"1362",7250975,1,60.6,60,65.5,48,54,70,6
"1363",7250976,1,78.78,60,71,56,23,72,7
"1364",7250976,2,78.78,60,71,0,31,45,6
"1365",7250977,5,63.63,60,71,0,3,43,3
"1367",7250979,1,66.66,80,71,71,52,76,8
"1368",7250982,1,63.63,60,69,62,45,40,8
"1371",7250986,2,60.6,80,65.5,0,23,91,5
"1372",7250990,1,48.48,60,71,47,3,40,6
"1373",7250991,1,66.66,60,71,45,36,45,0
"1376",7250992,5,63.63,60,72,0,3,86,5
"1381",7251016,1,69.69,60,68.5,60,31,91,6
"1382",7251016,2,69.69,60,71,0,31,91,7
"1383",7251017,1,63.63,60,65.5,69,23,32,6
"1384",7251017,2,63.63,60,68.5,0,23,91,6
"1385",7251017,4,63.63,60,67.5,0,23,91,7
"1386",7251017,5,63.63,60,66.5,0,23,61,7
"1389",7251025,1,54.54,60,71,69,52,91,10
"1390",7251025,2,54.54,60,54,0,23,74,10
"1393",7251047,2,81.81,60,72,0,3,91,7
"1396",7251051,4,78.78,60,69,0,3,91,5
"1397",7251062,1,54.54,60,69,69,3,91,6
"1398",7251062,2,54.54,44,69.5,0,31,66,8
"1399",7251086,1,63.63,80,63.5,66,44,74,8
"1400",7251086,2,63.63,60,67,0,3,91,5
"1401",7251089,1,69.69,60,69,63,36,76,5
"1402",7251109,1,72.72,60,75,67,23,91,6
"1403",7251115,6,57.57,44,71,0,23,91,6
"1404",7251115,7,57.57,60,71,0,44,86,6
"1405",7251119,1,46.96,60,67,69,36,86,6
"1406",7251122,2,84.84,60,66,0,16,45,8
"1407",7251123,7,66.66,60,60,0,16,42,6
"1408",7251126,2,81.81,60,61.5,0,44,75,7
"1410",7251133,1,57.57,60,67,69,36,91,5
"1411",7251146,1,48.48,60,67.5,70,36,86,7
"1413",7251150,2,48.48,60,69,0,23,91,8
"1414",7251153,1,43.93,60,59.5,69,36,86,7
"1415",7251156,1,36.36,60,71.5,70,23,91,6
"1416",7251156,2,36.36,60,64.5,0,36,91,5
"1418",7251163,1,60.6,60,75,69,3,91,8
"1419",7251163,2,60.6,60,71,0,3,91,8
"1421",7251178,1,43.93,60,58.5,68,51,79,10
"1422",7251180,1,45.45,60,60.5,65,23,79,9
