"P6040","DIRECTORIO","SECUENCIA_ENCUESTA","id","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19"
73,7260820,1,"7260820-1",33927,NA,NA,11107,10993,31630,27819,108855,11107,33927,11107,31630,NA,11107,NA
83,7260820,2,"7260820-2",33928,NA,NA,NA,NA,31631,27820,108856,NA,33928,NA,31631,NA,NA,NA
60,7260825,4,"7260825-4",33944,NA,NA,NA,NA,31647,27833,108891,NA,33944,NA,31647,NA,NA,NA
64,7260826,1,"7260826-1",33946,NA,NA,11113,10999,31649,27835,108901,11113,33946,11113,31649,NA,11113,NA
61,7260827,1,"7260827-1",33947,NA,NA,11114,11000,31650,27836,108913,11114,33947,11114,31650,NA,11114,NA
69,7260837,1,"7260837-1",33974,NA,NA,11122,11008,31676,27856,108996,11122,33974,11122,31676,NA,11122,NA
65,7260853,2,"7260853-2",33997,NA,NA,NA,NA,31698,27875,109111,NA,33997,NA,31698,1102,NA,NA
74,7260854,1,"7260854-1",34001,NA,NA,11134,11020,31701,27878,109130,11134,34001,11134,31701,NA,11134,NA
70,7260854,2,"7260854-2",34002,NA,NA,NA,NA,31702,27879,109131,NA,34002,NA,31702,NA,NA,NA
73,7260856,1,"7260856-1",34007,NA,NA,11136,11022,31707,27884,109155,11136,34007,11136,31707,NA,11136,NA
63,7260857,2,"7260857-2",34009,NA,NA,NA,NA,31709,27886,109160,NA,34009,NA,31709,NA,NA,NA
75,7260860,1,"7260860-1",34012,NA,NA,11139,11025,31712,27889,109186,11139,34012,11139,31712,NA,11139,NA
70,7260860,2,"7260860-2",34013,NA,NA,NA,NA,31713,27890,109187,NA,34013,NA,31713,NA,NA,NA
67,7260861,1,"7260861-1",34015,NA,NA,11140,11026,31715,27892,109197,11140,34015,11140,31715,NA,11140,NA
66,7260861,2,"7260861-2",34016,NA,NA,NA,NA,31716,27893,109198,NA,34016,NA,31716,NA,NA,NA
92,7260862,4,"7260862-4",34021,NA,NA,NA,NA,31721,27898,NA,NA,34021,NA,31721,NA,NA,NA
70,7260863,1,"7260863-1",34022,NA,NA,11142,11028,31722,27899,109213,11142,34022,11142,31722,NA,11142,NA
66,7260865,1,"7260865-1",34023,NA,NA,11143,11029,31723,27900,109241,11143,34023,11143,31723,NA,11143,NA
60,7260865,2,"7260865-2",34024,NA,NA,NA,NA,31724,27901,109242,NA,34024,NA,31724,NA,NA,NA
78,7260866,1,"7260866-1",34026,NA,NA,11144,11030,31726,27903,109244,11144,34026,11144,31726,1105,11144,NA
72,7260866,2,"7260866-2",34027,NA,NA,NA,NA,31727,27904,109245,NA,34027,NA,31727,1106,NA,NA
68,7260866,3,"7260866-3",34028,NA,NA,NA,NA,31728,27905,109246,NA,34028,NA,31728,1107,NA,NA
64,7260871,2,"7260871-2",34043,NA,NA,NA,NA,31741,27915,109303,NA,34043,NA,31741,1109,NA,NA
63,7260885,1,"7260885-1",34084,NA,NA,11160,11046,31777,27942,109393,11160,34084,11160,31777,NA,11160,NA
77,7260885,2,"7260885-2",34085,NA,NA,NA,NA,31778,27943,109394,NA,34085,NA,31778,NA,NA,NA
65,7260894,1,"7260894-1",34115,NA,NA,11169,11055,31806,27969,109454,11169,34115,11169,31806,NA,11169,NA
74,7260896,1,"7260896-1",34119,NA,NA,11171,11057,31809,27972,109458,11171,34119,11171,31809,NA,11171,NA
69,7260896,2,"7260896-2",34120,NA,NA,NA,NA,31810,27973,109459,NA,34120,NA,31810,NA,NA,NA
60,7260898,1,"7260898-1",34128,NA,NA,11173,11059,31818,27981,109479,11173,34128,11173,31818,NA,11173,NA
69,7260903,1,"7260903-1",34132,NA,NA,11176,11062,31822,27985,109497,11176,34132,11176,31822,NA,11176,NA
63,7260903,2,"7260903-2",34133,NA,NA,NA,NA,31823,27986,109498,NA,34133,NA,31823,NA,NA,NA
63,7260906,2,"7260906-2",34147,NA,NA,NA,NA,31835,27995,109537,NA,34147,NA,31835,NA,NA,NA
78,7260909,1,"7260909-1",34157,NA,NA,11182,11068,31843,28002,109579,11182,34157,11182,31843,NA,11182,NA
60,7260910,1,"7260910-1",34160,NA,2914,11183,11069,31846,28005,109590,11183,34160,11183,31846,NA,11183,NA
63,7260911,5,"7260911-5",34168,NA,NA,NA,NA,31853,28010,109612,NA,34168,NA,31853,NA,NA,NA
60,7260911,6,"7260911-6",34169,NA,NA,NA,NA,31854,28011,109613,NA,34169,NA,31854,NA,NA,NA
85,7260916,1,"7260916-1",34182,NA,NA,11188,11073,31864,28021,109657,11188,34182,11188,31864,NA,11188,NA
81,7260920,1,"7260920-1",34199,NA,NA,11192,11077,31878,28035,109702,11192,34199,11192,31878,NA,11192,NA
79,7260920,2,"7260920-2",34200,NA,NA,NA,NA,31879,28036,109703,NA,34200,NA,31879,NA,NA,NA
80,7260920,3,"7260920-3",34201,NA,NA,NA,NA,31880,28037,109704,NA,34201,NA,31880,NA,NA,NA
63,7260926,5,"7260926-5",34218,NA,NA,NA,NA,31896,28050,109752,NA,34218,NA,31896,NA,NA,NA
68,7260929,1,"7260929-1",34221,NA,NA,11198,11083,31899,28053,109777,11198,34221,11198,31899,NA,11198,NA
61,7260933,1,"7260933-1",34229,NA,2922,11201,11086,31907,28059,109806,11201,34229,11201,31907,NA,11201,NA
81,7260934,6,"7260934-6",34239,NA,NA,NA,NA,31916,28067,109823,NA,34239,NA,31916,NA,NA,NA
65,7260947,1,"7260947-1",34287,NA,NA,11215,11100,31959,28102,109990,11215,34287,11215,31959,NA,11215,NA
76,7260959,2,"7260959-2",34320,NA,NA,NA,NA,31986,28125,110168,NA,34320,NA,31986,NA,NA,NA
60,7260960,1,"7260960-1",34321,NA,NA,11228,11113,31987,28126,110182,11228,34321,11228,31987,NA,11228,NA
78,7260960,3,"7260960-3",34323,NA,NA,NA,NA,31989,28128,110184,NA,34323,NA,31989,NA,NA,NA
64,7260963,1,"7260963-1",34335,338,NA,11231,11116,31999,28137,110215,11231,34335,11231,31999,NA,11231,NA
62,7260969,1,"7260969-1",34350,NA,2936,11237,11122,32013,28150,110290,11237,34350,11237,32013,NA,11237,NA
64,7260969,2,"7260969-2",34351,NA,NA,NA,NA,32014,28151,110291,NA,34351,NA,32014,NA,NA,NA
69,7260970,1,"7260970-1",34355,NA,NA,11238,11123,32018,28154,110304,11238,34355,11238,32018,NA,11238,NA
62,7260971,4,"7260971-4",34359,NA,NA,NA,NA,32022,28158,110317,NA,34359,NA,32022,NA,NA,NA
60,7260971,5,"7260971-5",34360,NA,NA,NA,NA,32023,28159,110318,NA,34360,NA,32023,NA,NA,NA
70,7260982,1,"7260982-1",34378,NA,NA,11246,11131,32039,28175,110406,11246,34378,11246,32039,NA,11246,NA
61,7260983,2,"7260983-2",34380,NA,NA,NA,NA,32041,28177,110419,NA,34380,NA,32041,NA,NA,NA
64,7260986,6,"7260986-6",34389,NA,NA,NA,NA,32050,28185,110458,NA,34389,NA,32050,NA,NA,NA
62,7260987,1,"7260987-1",34390,NA,NA,11250,11135,32051,28186,110467,11250,34390,11250,32051,NA,11250,NA
67,7260989,1,"7260989-1",34395,NA,NA,11252,11137,32056,28190,110503,11252,34395,11252,32056,NA,11252,NA
65,7260992,1,"7260992-1",34399,NA,2945,11254,11139,32060,28194,110528,11254,34399,11254,32060,NA,11254,NA
74,7260992,5,"7260992-5",34403,NA,NA,NA,NA,32064,28198,110532,NA,34403,NA,32064,NA,NA,NA
65,7260997,1,"7260997-1",34416,NA,NA,11258,11143,32076,28207,110613,11258,34416,11258,32076,NA,11258,NA
92,7260997,2,"7260997-2",34417,NA,NA,NA,NA,32077,28208,110614,NA,34417,NA,32077,NA,NA,NA
77,7260997,3,"7260997-3",34418,NA,NA,NA,NA,32078,28209,110615,NA,34418,NA,32078,NA,NA,NA
62,7261001,1,"7261001-1",34427,340,NA,11262,11147,32086,28217,110694,11262,34427,11262,32086,NA,11262,NA
73,7261002,1,"7261002-1",34429,NA,NA,11263,11148,32088,28219,110712,11263,34429,11263,32088,NA,11263,NA
69,7261002,2,"7261002-2",34430,NA,NA,NA,NA,32089,28220,110713,NA,34430,NA,32089,NA,NA,NA
89,7261003,1,"7261003-1",34431,NA,NA,11264,11149,32090,28221,110726,11264,34431,11264,32090,NA,11264,NA
82,7261003,2,"7261003-2",34432,NA,NA,NA,NA,32091,28222,110727,NA,34432,NA,32091,NA,NA,NA
70,7261006,1,"7261006-1",34440,NA,NA,11267,11152,32099,28230,110784,11267,34440,11267,32099,NA,11267,NA
87,7261009,4,"7261009-4",34452,NA,NA,NA,NA,32111,28241,110822,NA,34452,NA,32111,NA,NA,NA
60,7261017,1,"7261017-1",34471,NA,NA,11278,11163,32129,28256,110909,11278,34471,11278,32129,NA,11278,NA
72,7261024,1,"7261024-1",34477,NA,NA,11282,11167,32135,28261,NA,11282,34477,11282,32135,NA,11282,NA
72,7261024,2,"7261024-2",34478,NA,NA,NA,NA,32136,28262,NA,NA,34478,NA,32136,NA,NA,NA
61,7261026,5,"7261026-5",34485,NA,NA,NA,NA,32142,28267,110949,NA,34485,NA,32142,NA,NA,NA
87,7261041,2,"7261041-2",34520,NA,NA,NA,NA,32176,28298,111041,NA,34520,NA,32176,NA,NA,NA
65,7261048,1,"7261048-1",34545,NA,NA,11303,11188,32199,28315,111152,11303,34545,11303,32199,NA,11303,NA
67,7261049,5,"7261049-5",34551,NA,NA,NA,NA,32204,28319,111172,NA,34551,NA,32204,NA,NA,NA
90,7261050,3,"7261050-3",34557,NA,NA,NA,NA,32209,28324,111222,NA,34557,NA,32209,NA,NA,NA
80,7261054,1,"7261054-1",34572,NA,NA,11310,11194,32222,28335,111289,11310,34572,11310,32222,NA,11310,NA
64,7261056,1,"7261056-1",34580,NA,NA,11312,11196,32230,28343,111320,11312,34580,11312,32230,NA,11312,NA
74,7261060,1,"7261060-1",34591,NA,NA,11315,11199,32240,28351,111373,11315,34591,11315,32240,NA,11315,NA
65,7261062,1,"7261062-1",34593,NA,NA,11317,11201,32242,28353,111394,11317,34593,11317,32242,NA,11317,NA
68,7261066,1,"7261066-1",34604,NA,NA,11321,11205,32253,28362,111466,11321,34604,11321,32253,NA,11321,NA
74,7261075,1,"7261075-1",34617,NA,NA,11326,11210,32266,28373,111552,11326,34617,11326,32266,NA,11326,NA
72,7261076,1,"7261076-1",34618,NA,NA,11327,11211,32267,28374,111563,11327,34618,11327,32267,NA,11327,NA
82,7261077,1,"7261077-1",34619,NA,NA,11328,11212,32268,28375,111574,11328,34619,11328,32268,NA,11328,NA
68,7261082,1,"7261082-1",34634,NA,NA,11332,11216,32281,28386,111638,11332,34634,11332,32281,NA,11332,NA
63,7261104,1,"7261104-1",34662,NA,NA,11340,11224,32307,28407,111711,11340,34662,11340,32307,NA,11340,NA
62,7261104,2,"7261104-2",34663,NA,NA,NA,NA,32308,28408,111712,NA,34663,NA,32308,NA,NA,NA
64,7261105,1,"7261105-1",34665,NA,NA,11341,11225,32310,28410,111720,11341,34665,11341,32310,NA,11341,NA
62,7261106,1,"7261106-1",34667,NA,NA,11342,11226,32312,28412,111732,11342,34667,11342,32312,NA,11342,NA
67,7261109,1,"7261109-1",34674,NA,NA,11345,11229,32319,28418,111752,11345,34674,11345,32319,NA,11345,NA
85,7261113,1,"7261113-1",34680,NA,NA,11348,11232,32325,28423,111774,11348,34680,11348,32325,NA,11348,NA
70,7261114,1,"7261114-1",34682,NA,NA,11349,11233,32327,28425,111789,11349,34682,11349,32327,NA,11349,NA
60,7261114,2,"7261114-2",34683,NA,NA,NA,NA,32328,28426,111790,NA,34683,NA,32328,NA,NA,NA
70,7261115,1,"7261115-1",34684,NA,NA,11350,11234,32329,28427,111802,11350,34684,11350,32329,NA,11350,NA
65,7261118,1,"7261118-1",34697,NA,NA,11354,11237,32341,28437,111861,11354,34697,11354,32341,NA,11354,NA
70,7261120,1,"7261120-1",34698,NA,NA,11355,11238,32342,28438,111877,11355,34698,11355,32342,NA,11355,NA
62,7261122,1,"7261122-1",34702,NA,NA,11357,11240,32345,28441,111907,11357,34702,11357,32345,NA,11357,NA
69,7261122,2,"7261122-2",34703,NA,NA,NA,NA,32346,28442,111908,NA,34703,NA,32346,NA,NA,NA
61,7261124,1,"7261124-1",34707,NA,NA,11359,11242,32350,28446,NA,11359,34707,11359,32350,NA,11359,NA
70,7261128,1,"7261128-1",34714,NA,NA,11363,11246,32357,28452,111966,11363,34714,11363,32357,NA,11363,NA
60,7261128,2,"7261128-2",34715,NA,NA,NA,NA,32358,28453,111967,NA,34715,NA,32358,NA,NA,NA
60,7261130,1,"7261130-1",34721,NA,NA,11365,11248,32364,28458,111978,11365,34721,11365,32364,NA,11365,NA
61,7261130,2,"7261130-2",34722,NA,NA,NA,NA,32365,28459,111979,NA,34722,NA,32365,NA,NA,NA
79,7261132,3,"7261132-3",34726,NA,NA,NA,NA,32369,28463,111993,NA,34726,NA,32369,NA,NA,NA
74,7261132,4,"7261132-4",34727,NA,NA,NA,NA,32370,28464,111994,NA,34727,NA,32370,NA,NA,NA
74,7261133,5,"7261133-5",34732,NA,NA,NA,NA,32375,28469,111999,NA,34732,NA,32375,NA,NA,NA
75,7261135,2,"7261135-2",34736,NA,NA,NA,NA,32379,28473,112014,NA,34736,NA,32379,NA,NA,NA
64,7261137,1,"7261137-1",34741,NA,NA,11372,11255,32383,28477,112028,11372,34741,11372,32383,NA,11372,NA
68,7261141,1,"7261141-1",34748,NA,NA,11375,11258,32390,28483,112038,11375,34748,11375,32390,NA,11375,NA
68,7261141,2,"7261141-2",34749,NA,NA,NA,NA,32391,28484,112039,NA,34749,NA,32391,NA,NA,NA
65,7261142,1,"7261142-1",34755,NA,NA,11376,11259,32397,28489,112050,11376,34755,11376,32397,NA,11376,NA
79,7261144,1,"7261144-1",34757,NA,NA,11378,11261,32399,28491,112068,11378,34757,11378,32399,NA,11378,NA
62,7261145,2,"7261145-2",34760,NA,NA,NA,NA,32402,28494,NA,NA,34760,NA,32402,NA,NA,NA
81,7261146,1,"7261146-1",34761,NA,NA,11380,11263,32403,28495,112077,11380,34761,11380,32403,NA,11380,NA
76,7261146,2,"7261146-2",34762,NA,NA,NA,NA,32404,28496,112078,NA,34762,NA,32404,NA,NA,NA
66,7261147,1,"7261147-1",34764,NA,NA,11381,11264,32406,28498,112088,11381,34764,11381,32406,NA,11381,NA
63,7261148,4,"7261148-4",34768,NA,NA,NA,NA,32410,28501,112107,NA,34768,NA,32410,NA,NA,NA
65,7261149,1,"7261149-1",34769,NA,NA,11383,11266,32411,28502,112127,11383,34769,11383,32411,NA,11383,NA
63,7261149,2,"7261149-2",34770,NA,NA,NA,NA,32412,28503,112128,NA,34770,NA,32412,NA,NA,NA
73,7261150,1,"7261150-1",34771,NA,NA,11384,11267,32413,28504,112141,11384,34771,11384,32413,NA,11384,NA
62,7261157,1,"7261157-1",34792,NA,2976,11391,11271,32430,28519,112195,11391,34792,11391,32430,NA,11391,NA
64,7261158,4,"7261158-4",34800,NA,NA,NA,NA,32438,28527,112215,NA,34800,NA,32438,NA,NA,NA
72,7261162,1,"7261162-1",34801,NA,NA,11394,11273,32439,28528,112216,11394,34801,11394,32439,NA,11394,NA
68,7261163,1,"7261163-1",34807,NA,NA,11395,11274,32445,28533,112226,11395,34807,11395,32445,NA,11395,NA
68,7261166,1,"7261166-1",34817,NA,NA,11398,11277,32455,28543,112293,11398,34817,11398,32455,NA,11398,NA
61,7261167,1,"7261167-1",34822,NA,NA,11399,11278,32460,28546,112309,11399,34822,11399,32460,NA,11399,NA
67,7261167,2,"7261167-2",34823,NA,NA,NA,NA,32461,28547,112310,NA,34823,NA,32461,NA,NA,NA
68,7261168,1,"7261168-1",34824,NA,NA,11400,11279,32462,28548,112316,11400,34824,11400,32462,NA,11400,NA
79,7261178,1,"7261178-1",34833,NA,NA,11405,11284,32471,28557,112388,11405,34833,11405,32471,NA,11405,NA
76,7261178,2,"7261178-2",34834,NA,NA,NA,NA,32472,28558,112389,NA,34834,NA,32472,NA,NA,NA
61,7261180,1,"7261180-1",34837,NA,NA,11407,11286,32475,28561,112422,11407,34837,11407,32475,1129,11407,NA
72,7261187,1,"7261187-1",34851,NA,NA,11412,11291,32488,28573,112473,11412,34851,11412,32488,NA,11412,NA
67,7261187,2,"7261187-2",34852,NA,NA,NA,NA,32489,28574,112474,NA,34852,NA,32489,NA,NA,NA
63,7261189,3,"7261189-3",34858,NA,NA,NA,NA,32494,28579,112487,NA,34858,NA,32494,NA,NA,NA
61,7261191,1,"7261191-1",34863,NA,NA,11416,11295,32498,28583,112509,11416,34863,11416,32498,NA,11416,NA
73,7261192,1,"7261192-1",34866,NA,NA,11417,11296,32501,28586,NA,11417,34866,11417,32501,NA,11417,NA
75,7261194,1,"7261194-1",34867,NA,NA,11418,11297,32502,28587,112515,11418,34867,11418,32502,NA,11418,NA
82,7261195,1,"7261195-1",34868,NA,NA,11419,11298,32503,28588,112522,11419,34868,11419,32503,NA,11419,NA
64,7261199,1,"7261199-1",34875,NA,NA,11423,11302,32510,28594,112548,11423,34875,11423,32510,NA,11423,NA
89,7261199,5,"7261199-5",34879,NA,NA,NA,NA,32514,28598,112552,NA,34879,NA,32514,NA,NA,NA
60,7261200,1,"7261200-1",34881,NA,NA,11424,11303,32516,28600,112557,11424,34881,11424,32516,NA,11424,NA
62,7261205,1,"7261205-1",34890,NA,NA,11427,11306,32525,28609,112570,11427,34890,11427,32525,NA,11427,NA
67,7261205,2,"7261205-2",34891,NA,NA,NA,NA,32526,28610,112571,NA,34891,NA,32526,NA,NA,NA
75,7261207,1,"7261207-1",34897,NA,NA,11429,11308,32531,28615,112576,11429,34897,11429,32531,NA,11429,NA
70,7261207,2,"7261207-2",34898,NA,NA,NA,NA,32532,28616,112577,NA,34898,NA,32532,NA,NA,NA
84,7261209,4,"7261209-4",34906,NA,NA,NA,NA,32540,28624,NA,NA,34906,NA,32540,NA,NA,NA
67,7261215,1,"7261215-1",34927,NA,NA,11437,11316,32558,28639,NA,11437,34927,11437,32558,NA,11437,NA
61,7261216,1,"7261216-1",34930,NA,NA,11438,11317,32561,28641,NA,11438,34930,11438,32561,NA,11438,NA
73,7261216,2,"7261216-2",34931,NA,NA,NA,NA,32562,28642,NA,NA,34931,NA,32562,NA,NA,NA
64,7261219,2,"7261219-2",34935,NA,NA,NA,NA,32566,28645,112599,NA,34935,NA,32566,1133,NA,NA
84,7261219,3,"7261219-3",34936,NA,NA,NA,NA,32567,28646,112600,NA,34936,NA,32567,NA,NA,NA
83,7261224,1,"7261224-1",34940,NA,NA,11441,11320,32571,28650,112614,11441,34940,11441,32571,NA,11441,NA
87,7261225,5,"7261225-5",34945,NA,NA,NA,NA,32576,28654,112633,NA,34945,NA,32576,NA,NA,NA
66,7261227,1,"7261227-1",34946,NA,2987,11443,11322,32577,28655,112636,11443,34946,11443,32577,NA,11443,NA
70,7261252,1,"7261252-1",35023,NA,NA,11466,11345,32651,28716,112917,11466,35023,11466,32651,NA,11466,NA
70,7261254,1,"7261254-1",35027,NA,NA,11468,11347,32655,28718,112933,11468,35027,11468,32655,NA,11468,NA
72,7261259,1,"7261259-1",35039,NA,NA,11473,11352,32666,28728,112982,11473,35039,11473,32666,NA,11473,NA
63,7261259,2,"7261259-2",35040,NA,NA,NA,NA,32667,28729,112983,NA,35040,NA,32667,NA,NA,NA
62,7261263,1,"7261263-1",35060,NA,NA,11477,11356,32686,28744,112992,11477,35060,11477,32686,NA,11477,NA
60,7261263,2,"7261263-2",35061,NA,NA,NA,NA,32687,28745,112993,NA,35061,NA,32687,NA,NA,NA
70,7261264,1,"7261264-1",35062,NA,NA,11478,11357,32688,28746,112994,11478,35062,11478,32688,NA,11478,NA
72,7261266,1,"7261266-1",35068,NA,NA,11480,11359,32694,28750,NA,11480,35068,11480,32694,NA,11480,NA
73,7261269,1,"7261269-1",35077,NA,NA,11483,11362,32703,28758,113022,11483,35077,11483,32703,NA,11483,NA
77,7261269,2,"7261269-2",35078,NA,NA,NA,NA,32704,28759,113023,NA,35078,NA,32704,NA,NA,NA
62,7261273,1,"7261273-1",35088,NA,NA,11487,11366,32714,28767,113042,11487,35088,11487,32714,1138,11487,NA
69,7261278,2,"7261278-2",35109,NA,NA,NA,NA,32733,28783,113065,NA,35109,NA,32733,NA,NA,NA
73,7261281,6,"7261281-6",35125,NA,NA,NA,NA,32747,28795,NA,NA,35125,NA,32747,NA,NA,NA
77,7261290,1,"7261290-1",35150,NA,NA,11503,11382,32769,28815,113122,11503,35150,11503,32769,NA,11503,NA
72,7261290,2,"7261290-2",35151,NA,NA,NA,NA,32770,28816,113123,NA,35151,NA,32770,NA,NA,NA
70,7261290,4,"7261290-4",35153,NA,NA,NA,NA,32772,28818,113125,NA,35153,NA,32772,NA,NA,NA
87,7261291,1,"7261291-1",35155,NA,NA,11504,11383,32774,28820,113127,11504,35155,11504,32774,NA,11504,NA
85,7261293,1,"7261293-1",35158,NA,NA,11506,11385,32777,28823,113150,11506,35158,11506,32777,NA,11506,NA
86,7261296,3,"7261296-3",35166,NA,NA,NA,NA,32785,28830,113183,NA,35166,NA,32785,NA,NA,NA
66,7261297,1,"7261297-1",35167,NA,NA,11510,11389,32786,28831,113187,11510,35167,11510,32786,NA,11510,NA
70,7261304,1,"7261304-1",35187,NA,NA,11517,11395,32805,28844,113269,11517,35187,11517,32805,NA,11517,NA
63,7261305,1,"7261305-1",35190,NA,NA,11518,11396,32808,28847,113283,11518,35190,11518,32808,NA,11518,NA
87,7261306,1,"7261306-1",35192,NA,NA,11519,11397,32810,28849,113305,11519,35192,11519,32810,NA,11519,NA
60,7261309,1,"7261309-1",35196,NA,NA,11521,11399,32814,28852,113325,11521,35196,11521,32814,NA,11521,NA
73,7261312,1,"7261312-1",35207,NA,NA,11524,11402,32824,28860,113358,11524,35207,11524,32824,NA,11524,NA
75,7261312,2,"7261312-2",35208,NA,NA,NA,NA,32825,28861,113359,NA,35208,NA,32825,NA,NA,NA
84,7261315,5,"7261315-5",35218,NA,NA,NA,NA,32835,28868,113385,NA,35218,NA,32835,NA,NA,NA
71,7261322,1,"7261322-1",35247,NA,NA,11534,11412,32863,28889,113472,11534,35247,11534,32863,NA,11534,NA
88,7261323,1,"7261323-1",35250,NA,NA,11535,11413,32865,28891,113487,11535,35250,11535,32865,1140,11535,NA
83,7261323,2,"7261323-2",35251,NA,NA,NA,NA,32866,28892,113488,NA,35251,NA,32866,1141,NA,NA
62,7261324,1,"7261324-1",35252,NA,NA,11536,11414,32867,28893,113501,11536,35252,11536,32867,1142,11536,NA
60,7261324,2,"7261324-2",35253,NA,NA,NA,NA,32868,28894,113502,NA,35253,NA,32868,1143,NA,NA
85,7261327,1,"7261327-1",35262,NA,NA,11539,11417,32876,28902,113536,11539,35262,11539,32876,NA,11539,NA
82,7261328,1,"7261328-1",35265,NA,NA,11540,11418,32879,28905,113550,11540,35265,11540,32879,NA,11540,NA
60,7261330,1,"7261330-1",35267,NA,NA,11541,11419,32881,28907,113560,11541,35267,11541,32881,NA,11541,NA
60,7261332,1,"7261332-1",35274,NA,NA,11543,11421,32888,28913,113581,11543,35274,11543,32888,NA,11543,NA
69,7261333,1,"7261333-1",35280,NA,NA,11544,11422,32894,28918,113594,11544,35280,11544,32894,NA,11544,NA
76,7261334,1,"7261334-1",35284,NA,NA,11545,11423,32897,28920,113607,11545,35284,11545,32897,NA,11545,NA
70,7261337,1,"7261337-1",35292,NA,NA,11548,11426,32905,28928,113639,11548,35292,11548,32905,NA,11548,NA
66,7261341,1,"7261341-1",35304,NA,NA,11551,11429,32917,28940,113689,11551,35304,11551,32917,NA,11551,NA
67,7261344,1,"7261344-1",35318,NA,NA,11554,11432,32931,28954,113722,11554,35318,11554,32931,NA,11554,NA
63,7261346,1,"7261346-1",35324,NA,NA,11556,11434,32937,28959,113751,11556,35324,11556,32937,NA,11556,NA
77,7261347,1,"7261347-1",35328,NA,NA,11557,11435,32941,28963,113764,11557,35328,11557,32941,NA,11557,NA
74,7261347,2,"7261347-2",35329,NA,NA,NA,NA,32942,28964,113765,NA,35329,NA,32942,NA,NA,NA
75,7261349,1,"7261349-1",35334,NA,NA,11559,11437,32947,28968,113796,11559,35334,11559,32947,NA,11559,NA
79,7261354,1,"7261354-1",35348,NA,NA,11562,11440,32960,28981,113838,11562,35348,11562,32960,NA,11562,NA
61,7261355,1,"7261355-1",35351,NA,NA,11563,11441,32963,28984,113852,11563,35351,11563,32963,NA,11563,NA
72,7261357,1,"7261357-1",35356,NA,NA,11565,11443,32968,28989,113879,11565,35356,11565,32968,NA,11565,NA
60,7261358,2,"7261358-2",35360,NA,NA,NA,NA,32972,28993,113898,NA,35360,NA,32972,NA,NA,NA
71,7261361,1,"7261361-1",35365,NA,NA,11568,11446,32977,28998,113915,11568,35365,11568,32977,NA,11568,NA
73,7261372,3,"7261372-3",35385,NA,NA,NA,NA,32996,29015,114000,NA,35385,NA,32996,NA,NA,NA
67,7261376,1,"7261376-1",35392,NA,NA,11578,11455,33003,29022,114025,11578,35392,11578,33003,NA,11578,NA
74,7261377,1,"7261377-1",35400,NA,NA,11579,11456,33010,29029,114035,11579,35400,11579,33010,NA,11579,NA
72,7261378,1,"7261378-1",35401,NA,3038,11580,11457,33011,29030,114045,11580,35401,11580,33011,NA,11580,NA
72,7261381,1,"7261381-1",35412,NA,NA,11582,11459,33021,29039,114066,11582,35412,11582,33021,NA,11582,NA
75,7261385,1,"7261385-1",35418,NA,NA,11585,11462,33027,29044,114092,11585,35418,11585,33027,NA,11585,NA
64,7261387,2,"7261387-2",35420,NA,NA,NA,NA,33029,29046,NA,NA,35420,NA,33029,NA,NA,NA
76,7261389,1,"7261389-1",35426,NA,NA,11588,11465,33035,29052,114104,11588,35426,11588,33035,NA,11588,NA
61,7261393,1,"7261393-1",35430,NA,NA,11590,11467,33039,29056,114114,11590,35430,11590,33039,NA,11590,NA
64,7261397,1,"7261397-1",35437,NA,NA,11593,11470,33046,29062,114123,11593,35437,11593,33046,NA,11593,NA
70,7261397,2,"7261397-2",35438,NA,NA,NA,NA,33047,29063,NA,NA,35438,NA,33047,NA,NA,NA
63,7261412,1,"7261412-1",35472,NA,NA,11605,11482,33079,29091,114164,11605,35472,11605,33079,NA,11605,NA
68,7261426,1,"7261426-1",35493,NA,NA,11613,11490,33097,29106,114182,11613,35493,11613,33097,NA,11613,NA
82,7261426,2,"7261426-2",35494,NA,NA,NA,NA,33098,29107,114183,NA,35494,NA,33098,NA,NA,NA
82,7261433,1,"7261433-1",35508,NA,NA,11618,11495,33112,29118,NA,11618,35508,11618,33112,NA,11618,NA
92,7261439,2,"7261439-2",35517,NA,NA,NA,NA,33121,29127,NA,NA,35517,NA,33121,NA,NA,NA
79,7261439,3,"7261439-3",35518,NA,NA,NA,NA,33122,29128,NA,NA,35518,NA,33122,NA,NA,NA
76,7261440,2,"7261440-2",35520,NA,NA,NA,NA,33124,29130,114205,NA,35520,NA,33124,NA,NA,NA
66,7261447,1,"7261447-1",35534,NA,NA,11627,11504,33136,29141,NA,11627,35534,11627,33136,NA,11627,NA
